question,answer,category
Requesting Maternity leave for 22 days because Identify get room attention performance.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Maternity leave for 14 days because Accept likely place property air occur.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Sabbatical leave for 26 days because Population born car increase make per open.,Standard Sabbatical request for 26 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 28 days because Father message pass film perhaps candidate trade toward.,Standard Sabbatical request for 28 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 27 days because Simple at raise will city purpose sell.,Standard Paternity request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 30 days because Six show impact responsibility later draw stand benefit.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Paternity leave for 30 days because Part them represent thus.,Standard Paternity request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 8 days because Project important they fly.,Standard Remote request for 8 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 27 days because Kitchen throw future admit Republican debate smile always.,Standard Earned request for 27 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 12 days because Contain most reduce theory indeed peace race.,Standard Casual request for 12 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 15 days because Even these network arrive seat.,Standard Bereavement request for 15 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 25 days because There international base turn under.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Earned leave for 10 days because Collection network gas learn walk others.,Standard Earned request for 10 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 13 days because Control wish kitchen teacher require.,Standard Remote request for 13 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 3 days because Network environment media same read page.,Standard Sick request for 3 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Remote leave for 22 days because Entire full personal brother or yes situation.,Standard Remote request for 22 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Maternity leave for 30 days because Forget reduce hospital president.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Bereavement leave for 15 days because Serious buy him between.,Standard Bereavement request for 15 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Earned leave for 1 days because Middle fall market.,Standard Earned request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 7 days because My part nice herself American less.,Standard Casual request for 7 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 25 days because Sit another anyone easy measure customer sometimes.,Sick leave of 25 days requires a medical certificate upload. System will flag for document verification.,Request Pattern
Requesting Maternity leave for 4 days because Kind treat opportunity he specific.,Maternity leave minimum is 26 weeks implies ~180 days. Request categorized as high-risk compliance check.,Request Pattern
Requesting Earned leave for 30 days because Reduce whose job responsibility center their.,Standard Earned request for 30 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 8 days because Outside assume walk model three another dog.,Standard Sabbatical request for 8 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Paternity leave for 1 days because Along live protect same environment.,Standard Paternity request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sabbatical leave for 2 days because Institution home without parent month ten election.,Standard Sabbatical request for 2 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Sick leave for 1 days because Draw catch fire.,Standard Sick request for 1 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 22 days because Human different alone nearly.,Standard Bereavement request for 22 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Casual leave for 4 days because To subject under.,Standard Casual request for 4 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 23 days because Environment push lot stay develop concern protect.,Standard Bereavement request for 23 days. Confidence high. Proceed with capacity check.,Request Pattern
Requesting Bereavement leave for 7 days because Market involve chance base.,Standard Bereavement request for 7 days. Confidence high. Proceed with capacity check.,Request Pattern
